customer_id,plan_type,country,company_size,days_active_last_30,last_login_days_ago,features_used,team_members_added,support_tickets,billing_issues,subscription_age_months,emails_opened_last_30,training_completed,monthly_fee,signup_date,churned
CUST-601,Free,Nigeria,Small,2,15,6,3,4,0,20,7,1,0,2024-10-09,0
CUST-602,Starter,Germany,Large,13,25,10,11,3,0,11,5,0,29,2024-01-02,0
CUST-603,Free,Germany,Small,21,5,10,11,5,0,26,3,1,0,2024-03-14,1
CUST-604,Free,Canada,Medium,18,9,10,20,4,0,3,8,1,0,2024-03-04,0
CUST-605,Free,Germany,Medium,22,12,3,15,3,0,6,14,1,0,2024-12-12,0
CUST-606,Starter,UK,Medium,15,6,10,9,3,0,11,9,1,29,2024-11-19,0
CUST-607,Free,Germany,Small,6,27,6,13,1,0,8,7,0,0,2024-08-26,0
CUST-608,Starter,Canada,Small,7,25,1,12,1,1,29,12,0,29,2025-01-31,1
CUST-609,Starter,Nigeria,Medium,17,18,5,8,4,0,10,9,1,29,2024-12-02,0
CUST-610,Pro,Nigeria,Small,24,23,10,6,4,0,34,2,1,79,2024-12-06,1
CUST-611,Free,Germany,Small,12,18,6,11,2,0,24,2,0,0,2024-10-05,0
CUST-612,Pro,US,Medium,20,16,8,4,0,0,17,3,0,79,2024-12-18,0
CUST-613,Pro,Nigeria,Small,8,12,9,17,0,0,32,13,1,79,2025-04-07,0
CUST-614,Free,Germany,Small,9,12,3,3,4,0,11,8,1,0,2025-04-06,1
CUST-615,Pro,Canada,Small,20,25,2,1,1,0,34,8,1,79,2024-10-19,0
CUST-616,Enterprise,Germany,Small,22,27,4,2,5,0,24,4,0,249,2025-02-10,0
CUST-617,Free,Nigeria,Medium,26,20,8,11,2,0,5,11,0,0,2024-06-10,1
CUST-618,Starter,Canada,Medium,8,1,8,2,0,1,29,8,1,29,2025-05-17,0
CUST-619,Pro,Germany,Medium,14,9,3,3,4,0,34,5,1,79,2025-03-23,0
CUST-620,Pro,UK,Large,19,29,4,5,1,0,16,7,0,79,2025-11-25,0
CUST-621,Free,Canada,Small,1,21,3,11,1,0,25,10,0,0,2025-03-30,0
CUST-622,Free,UK,Small,24,12,10,18,1,0,8,15,1,0,2024-09-21,0
CUST-623,Starter,US,Small,12,25,2,9,5,0,29,7,1,29,2024-05-11,1
CUST-624,Starter,Canada,Small,1,8,4,0,3,0,25,11,0,29,2024-04-29,0
CUST-625,Pro,UK,Large,18,0,6,16,5,0,23,9,1,79,2024-08-06,0
CUST-626,Starter,Nigeria,Small,25,13,5,15,1,0,34,14,1,29,2025-02-20,0
CUST-627,Starter,Nigeria,Small,1,28,3,8,4,0,3,6,1,29,2025-11-02,0
CUST-628,Pro,US,Small,2,15,2,20,2,1,30,3,1,79,2025-05-19,1
CUST-629,Free,Canada,Medium,5,19,9,8,5,0,34,15,1,0,2024-10-26,1
CUST-630,Starter,Canada,Medium,2,14,1,8,4,0,32,3,0,29,2024-04-18,1
CUST-631,Pro,Canada,Small,30,0,9,11,1,0,29,5,1,79,2024-08-25,0
CUST-632,Pro,US,Large,9,16,1,8,2,1,9,13,1,79,2024-10-19,0
CUST-633,Starter,Canada,Small,23,23,7,14,0,0,2,8,1,29,2025-08-01,0
CUST-634,Starter,Nigeria,Small,26,29,6,1,0,0,7,6,1,29,2024-07-05,0
CUST-635,Free,UK,Large,5,29,7,10,4,0,5,4,1,0,2024-02-05,1
CUST-636,Starter,Nigeria,Small,22,12,3,10,2,0,8,4,1,29,2025-07-14,0
CUST-637,Starter,Nigeria,Large,15,29,3,7,4,0,32,7,0,29,2024-09-12,0
CUST-638,Free,UK,Large,16,26,1,5,2,1,18,5,0,0,2025-03-10,1
CUST-639,Starter,Nigeria,Medium,18,14,4,20,2,0,18,0,1,29,2025-09-10,1
CUST-640,Starter,US,Medium,2,15,2,19,4,0,16,0,0,29,2024-01-08,1
CUST-641,Free,UK,Small,17,15,10,6,2,0,21,8,1,0,2024-06-26,0
CUST-642,Starter,Nigeria,Large,6,1,8,2,5,0,10,15,0,29,2024-08-29,0
CUST-643,Free,Germany,Small,8,16,3,7,1,0,4,7,1,0,2024-02-10,0
CUST-644,Starter,Nigeria,Medium,19,10,7,17,2,1,8,5,1,29,2024-12-22,0
CUST-645,Free,US,Large,11,7,7,16,5,0,19,12,0,0,2024-04-22,1
CUST-646,Pro,Canada,Large,4,19,9,10,2,1,9,0,0,79,2024-06-14,1
CUST-647,Starter,Nigeria,Medium,2,2,6,1,5,0,30,13,0,29,2025-05-18,0
CUST-648,Pro,Canada,Small,10,28,1,20,4,0,17,1,1,79,2024-03-18,1
CUST-649,Pro,Germany,Large,24,11,8,18,0,0,15,9,1,79,2024-07-14,0
CUST-650,Starter,Nigeria,Medium,29,19,1,6,3,0,4,2,1,29,2025-02-05,1
CUST-651,Free,UK,Large,3,15,3,17,2,0,6,9,1,0,2024-03-04,0
CUST-652,Starter,Canada,Medium,4,13,5,7,3,0,16,11,1,29,2025-10-13,1
CUST-653,Starter,Germany,Small,0,15,8,13,2,0,26,2,0,29,2025-02-28,0
CUST-654,Pro,UK,Small,26,26,9,6,4,0,23,1,1,79,2024-02-11,0
CUST-655,Starter,UK,Medium,27,20,7,20,4,0,13,11,0,29,2025-01-07,0
CUST-656,Free,UK,Medium,30,16,9,3,5,0,17,1,1,0,2024-11-01,0
CUST-657,Starter,UK,Small,28,30,3,16,2,0,27,5,1,29,2024-07-27,0
CUST-658,Starter,Nigeria,Medium,17,29,5,4,4,0,22,6,1,29,2025-04-11,1
CUST-659,Pro,Nigeria,Small,11,10,10,11,4,0,19,3,1,79,2024-10-30,0
CUST-660,Starter,Nigeria,Medium,12,16,8,8,2,0,35,0,1,29,2025-08-07,0
CUST-661,Starter,Germany,Small,8,18,1,19,5,0,13,5,1,29,2025-01-26,0
CUST-662,Enterprise,Germany,Small,1,21,8,12,5,0,14,6,1,249,2024-06-01,0
CUST-663,Pro,Germany,Small,4,0,7,17,5,0,31,3,0,79,2025-10-08,0
CUST-664,Free,US,Small,12,29,1,19,5,0,2,5,1,0,2024-12-27,0
CUST-665,Free,Germany,Small,15,26,10,8,0,0,14,8,0,0,2024-09-20,0
CUST-666,Free,Nigeria,Small,15,11,10,3,2,0,9,3,1,0,2024-08-03,0
CUST-667,Free,Nigeria,Small,23,14,6,20,0,0,10,11,1,0,2025-09-13,0
CUST-668,Free,US,Large,2,17,1,7,4,1,7,14,1,0,2025-06-26,1
CUST-669,Free,US,Large,21,30,2,0,0,0,28,13,1,0,2025-06-07,0
CUST-670,Starter,Germany,Small,3,27,5,16,5,0,25,9,0,29,2025-09-30,1
CUST-671,Free,Canada,Large,10,29,2,8,4,0,28,3,1,0,2024-07-12,0
CUST-672,Pro,US,Small,22,22,10,19,0,0,2,9,0,79,2025-10-13,0
CUST-673,Free,UK,Medium,25,13,1,12,0,0,17,11,0,0,2024-01-27,0
CUST-674,Starter,Nigeria,Medium,13,29,6,1,2,0,4,4,1,29,2024-02-15,0
CUST-675,Starter,UK,Small,28,0,8,12,0,1,13,2,0,29,2025-10-08,1
CUST-676,Enterprise,Nigeria,Small,2,12,8,8,4,0,18,9,1,249,2024-02-27,1
CUST-677,Free,Nigeria,Small,15,29,8,19,5,0,3,1,1,0,2024-01-13,1
CUST-678,Starter,US,Small,21,14,6,5,2,0,33,14,1,29,2025-09-03,0
CUST-679,Enterprise,US,Medium,14,6,3,0,0,0,24,8,0,249,2024-02-18,0
CUST-680,Pro,UK,Small,27,14,1,4,2,0,8,12,1,79,2024-04-03,0
CUST-681,Pro,Nigeria,Small,30,19,2,2,3,0,35,0,1,79,2025-08-29,1
CUST-682,Starter,UK,Small,9,9,5,3,2,0,2,4,1,29,2025-10-18,0
CUST-683,Free,Canada,Small,8,13,10,0,5,0,33,4,1,0,2025-08-06,0
CUST-684,Pro,UK,Small,10,5,5,13,3,0,12,7,1,79,2025-03-26,0
CUST-685,Enterprise,Germany,Small,15,13,10,8,3,0,22,5,0,249,2025-01-13,0
CUST-686,Starter,UK,Large,9,23,1,3,2,0,13,5,1,29,2024-01-10,0
CUST-687,Starter,Germany,Small,16,24,1,17,4,1,10,5,1,29,2025-11-04,1
CUST-688,Starter,Germany,Small,18,21,9,13,5,0,17,3,1,29,2025-05-30,0
CUST-689,Pro,Germany,Medium,1,11,2,3,4,0,5,14,0,79,2024-08-11,0
CUST-690,Free,Canada,Small,23,10,7,9,5,0,9,0,1,0,2025-01-15,0
CUST-691,Starter,UK,Medium,22,28,10,2,5,1,13,2,1,29,2025-06-24,1
CUST-692,Starter,UK,Medium,1,30,4,6,4,0,23,12,1,29,2024-10-28,0
CUST-693,Starter,Canada,Small,5,29,7,9,1,0,30,12,1,29,2024-07-21,0
CUST-694,Free,Nigeria,Small,30,24,8,12,3,0,4,14,0,0,2025-08-11,0
CUST-695,Free,US,Small,18,19,5,3,2,0,21,9,1,0,2025-07-24,0
CUST-696,Pro,UK,Small,7,21,1,17,4,0,9,11,1,79,2024-07-14,0
CUST-697,Starter,US,Small,25,23,4,10,4,1,7,10,1,29,2024-11-17,0
CUST-698,Starter,Canada,Small,28,24,10,3,2,1,16,5,1,29,2025-02-21,0
CUST-699,Free,Nigeria,Small,2,18,3,13,3,0,23,4,0,0,2025-09-10,1
CUST-700,Starter,Nigeria,Small,25,1,10,17,2,0,23,9,1,29,2024-12-07,0
CUST-701,Starter,Nigeria,Medium,13,21,5,7,5,0,31,0,0,29,2025-01-23,0
CUST-702,Free,Canada,Medium,24,19,10,9,1,0,5,4,1,0,2024-01-09,0
CUST-703,Starter,Germany,Small,15,0,10,4,5,1,6,1,0,29,2025-06-15,0
CUST-704,Free,Germany,Small,0,7,6,6,1,0,1,0,1,0,2024-05-28,0
CUST-705,Free,US,Large,20,24,2,11,2,0,28,3,1,0,2025-01-17,0
CUST-706,Enterprise,Germany,Medium,2,13,7,2,5,0,18,5,1,249,2025-06-12,0
CUST-707,Starter,Germany,Large,21,8,3,3,3,0,24,6,1,29,2024-01-12,0
CUST-708,Pro,Nigeria,Small,25,1,1,9,5,0,13,8,1,79,2025-04-20,0
CUST-709,Starter,Nigeria,Medium,17,24,10,3,4,0,33,4,1,29,2025-08-16,0
CUST-710,Pro,US,Small,8,22,3,14,1,0,10,7,1,79,2025-08-01,0
CUST-711,Pro,UK,Small,5,4,9,9,1,0,7,7,1,79,2025-10-06,0
CUST-712,Starter,US,Small,22,22,10,20,3,1,32,10,0,29,2024-02-22,0
CUST-713,Starter,US,Small,20,28,6,15,1,0,22,8,1,29,2025-03-11,1
CUST-714,Starter,Canada,Small,24,24,6,14,1,0,16,2,1,29,2024-07-24,0
CUST-715,Starter,Canada,Small,0,7,4,18,3,0,24,2,0,29,2024-02-23,1
CUST-716,Enterprise,US,Medium,20,15,8,19,5,0,14,8,0,249,2025-08-02,1
CUST-717,Pro,US,Large,26,21,5,18,2,0,11,6,1,79,2025-05-04,0
CUST-718,Enterprise,US,Small,9,15,7,17,5,0,19,14,1,249,2024-12-09,0
CUST-719,Free,Germany,Small,26,12,9,11,4,0,23,15,0,0,2024-06-17,1
CUST-720,Pro,Canada,Small,5,19,5,15,4,0,34,3,1,79,2024-06-09,1
CUST-721,Enterprise,US,Medium,22,28,5,0,1,0,13,14,1,249,2025-06-10,0
CUST-722,Free,Nigeria,Small,11,14,4,15,4,1,28,0,0,0,2025-06-10,0
CUST-723,Free,Nigeria,Large,3,0,6,1,2,0,16,15,0,0,2024-10-13,1
CUST-724,Pro,Germany,Small,27,21,2,14,1,0,28,6,1,79,2025-02-15,0
CUST-725,Starter,Germany,Small,12,2,3,6,4,1,4,9,1,29,2025-06-05,0
CUST-726,Pro,UK,Medium,16,5,1,0,0,0,28,5,1,79,2025-07-22,0
CUST-727,Free,UK,Medium,30,21,2,4,0,0,12,2,1,0,2024-07-17,1
CUST-728,Pro,UK,Small,26,13,2,9,0,0,16,13,0,79,2024-06-09,0
CUST-729,Free,Germany,Small,7,3,8,20,0,0,36,15,1,0,2025-01-23,0
CUST-730,Free,Germany,Large,25,17,8,3,5,0,20,4,1,0,2025-04-18,0
CUST-731,Free,Germany,Small,19,14,2,13,0,0,26,2,0,0,2025-01-15,0
CUST-732,Pro,Nigeria,Large,2,8,6,12,1,0,26,7,1,79,2025-09-22,0
CUST-733,Pro,Germany,Small,11,17,5,0,3,0,22,4,0,79,2025-08-14,1
CUST-734,Starter,Nigeria,Medium,6,2,3,15,5,0,9,9,1,29,2024-05-03,0
CUST-735,Starter,UK,Medium,11,9,5,8,3,0,5,9,0,29,2024-03-12,0
CUST-736,Pro,UK,Small,1,16,5,15,1,0,17,5,0,79,2024-06-16,1
CUST-737,Starter,UK,Large,23,6,5,18,1,0,34,1,1,29,2024-10-10,0
CUST-738,Pro,US,Small,13,14,3,14,2,0,2,7,0,79,2025-05-08,0
CUST-739,Starter,US,Small,21,0,3,13,5,1,7,15,1,29,2024-02-05,0
CUST-740,Starter,Canada,Medium,22,26,4,19,3,0,36,8,0,29,2024-06-23,0
CUST-741,Starter,Canada,Small,29,24,7,9,0,0,13,2,0,29,2024-07-17,0
CUST-742,Starter,Canada,Medium,4,26,2,20,1,0,20,12,1,29,2024-04-25,1
CUST-743,Pro,US,Small,8,10,10,11,0,0,30,14,0,79,2024-11-10,0
CUST-744,Starter,US,Small,20,16,4,0,3,1,30,5,0,29,2024-08-07,0
CUST-745,Free,Canada,Small,10,4,4,20,5,0,11,5,1,0,2025-07-31,0
CUST-746,Pro,Canada,Small,4,6,1,16,4,0,31,1,0,79,2024-05-13,1
CUST-747,Starter,Germany,Small,2,18,10,8,4,0,3,9,0,29,2025-09-22,1
CUST-748,Starter,Canada,Medium,26,24,8,18,1,1,2,7,1,29,2024-05-01,0
CUST-749,Enterprise,Germany,Large,16,23,1,17,2,1,3,4,0,249,2025-02-24,0
CUST-750,Pro,Nigeria,Medium,1,28,8,6,0,0,15,10,1,79,2025-05-06,1
CUST-751,Free,US,Small,23,14,7,8,1,1,17,10,0,0,2025-08-21,0
CUST-752,Enterprise,Canada,Small,30,2,9,20,2,0,7,7,0,249,2024-10-15,0
CUST-753,Pro,US,Small,0,14,8,11,0,0,5,13,1,79,2025-10-10,0
CUST-754,Starter,US,Small,6,4,5,6,3,0,34,12,1,29,2024-02-22,0
CUST-755,Free,US,Small,29,22,8,13,4,1,33,13,0,0,2024-07-23,0
CUST-756,Pro,Nigeria,Small,13,11,10,14,2,0,16,7,1,79,2024-12-13,0
CUST-757,Pro,UK,Small,4,29,3,14,0,0,3,14,0,79,2024-02-20,1
CUST-758,Starter,Canada,Large,18,19,10,5,1,0,21,11,0,29,2024-02-09,1
CUST-759,Pro,UK,Small,27,4,7,20,0,0,8,2,1,79,2024-09-06,0
CUST-760,Pro,UK,Small,27,2,4,13,1,1,22,4,0,79,2024-08-05,0
CUST-761,Free,UK,Small,30,8,5,1,4,0,5,6,1,0,2024-06-27,0
CUST-762,Starter,US,Small,10,25,9,7,4,1,17,4,0,29,2025-07-04,1
CUST-763,Free,Germany,Large,22,8,7,12,0,1,14,5,1,0,2024-07-01,1
CUST-764,Pro,US,Small,24,6,4,5,0,0,28,1,1,79,2024-06-12,0
CUST-765,Free,US,Small,1,25,6,4,1,0,31,7,1,0,2025-01-11,0
CUST-766,Starter,UK,Small,7,1,10,4,1,0,17,4,0,29,2025-05-11,0
CUST-767,Pro,US,Small,8,22,7,0,2,0,35,5,1,79,2025-08-19,0
CUST-768,Pro,UK,Small,26,22,10,8,2,0,22,0,1,79,2025-04-05,0
CUST-769,Starter,Germany,Medium,2,26,9,5,2,0,29,9,1,29,2025-04-18,1
CUST-770,Pro,Canada,Medium,1,20,4,19,0,0,10,1,1,79,2025-11-15,1
CUST-771,Free,UK,Medium,6,15,10,6,5,1,18,10,1,0,2024-02-06,0
CUST-772,Pro,Germany,Small,4,8,3,8,5,0,35,3,1,79,2025-08-21,0
CUST-773,Free,Canada,Medium,20,12,8,4,5,0,16,10,1,0,2025-10-02,0
CUST-774,Starter,Nigeria,Small,25,27,1,13,5,1,7,8,1,29,2024-11-14,0
CUST-775,Pro,UK,Small,4,26,9,4,2,0,30,5,1,79,2025-07-08,0
CUST-776,Free,UK,Medium,19,18,1,7,0,0,19,7,0,0,2025-02-15,0
CUST-777,Free,Nigeria,Small,12,19,2,6,5,0,23,1,1,0,2024-12-21,1
CUST-778,Pro,Nigeria,Small,20,16,8,12,4,0,8,9,1,79,2025-11-01,0
CUST-779,Pro,UK,Medium,28,5,9,12,3,0,17,14,1,79,2025-09-08,0
CUST-780,Pro,Nigeria,Small,19,3,7,7,4,0,21,4,0,79,2024-08-16,0
CUST-781,Pro,US,Medium,30,0,3,10,0,0,26,15,1,79,2024-09-20,0
CUST-782,Starter,Canada,Small,28,17,7,17,0,0,28,11,1,29,2025-05-01,0
CUST-783,Starter,Canada,Large,5,30,6,18,3,0,33,11,1,29,2025-07-14,1
CUST-784,Starter,Canada,Large,19,18,2,5,1,0,19,12,1,29,2024-12-17,1
CUST-785,Free,US,Large,17,8,3,1,1,0,29,15,1,0,2025-03-17,0
CUST-786,Enterprise,Nigeria,Small,24,12,10,12,1,0,20,0,1,249,2025-09-26,0
CUST-787,Starter,Germany,Small,1,7,10,10,2,0,20,3,0,29,2025-04-03,0
CUST-788,Starter,Nigeria,Small,24,22,5,0,1,0,10,9,0,29,2024-01-25,0
CUST-789,Starter,UK,Small,25,12,10,1,2,0,12,0,0,29,2024-05-10,0
CUST-790,Enterprise,Canada,Small,5,14,4,16,2,0,33,10,0,249,2025-01-04,0
CUST-791,Free,Nigeria,Medium,8,10,2,7,1,0,25,15,1,0,2025-03-11,1
CUST-792,Starter,Germany,Small,24,11,4,1,1,0,25,10,1,29,2024-08-11,0
CUST-793,Starter,UK,Large,2,13,8,5,3,0,4,8,1,29,2025-09-02,0
CUST-794,Pro,US,Small,0,3,5,4,5,0,4,1,1,79,2024-12-17,0
CUST-795,Free,US,Small,0,0,5,15,3,0,9,6,1,0,2025-04-29,1
CUST-796,Pro,Germany,Small,18,23,10,7,2,0,15,2,1,79,2024-07-15,0
CUST-797,Enterprise,UK,Large,4,3,3,18,3,0,26,13,1,249,2024-04-18,0
CUST-798,Starter,Canada,Medium,12,18,8,15,2,0,15,1,0,29,2024-08-07,0
CUST-799,Pro,Nigeria,Medium,18,8,6,12,0,1,26,12,1,79,2024-11-14,0
CUST-800,Enterprise,UK,Large,11,9,2,19,2,0,28,3,0,249,2024-03-22,0
CUST-801,Pro,US,Small,15,3,2,6,2,0,7,6,1,79,2025-06-20,1
CUST-802,Free,Germany,Small,24,19,9,15,3,0,32,6,1,0,2025-11-28,0
CUST-803,Starter,Germany,Small,24,29,7,15,5,0,12,8,0,29,2025-03-07,1
CUST-804,Pro,Nigeria,Medium,18,8,10,11,0,0,35,11,0,79,2024-01-08,0
CUST-805,Starter,Germany,Small,2,12,9,13,4,0,32,12,1,29,2025-09-27,0
CUST-806,Pro,Germany,Small,11,11,6,17,4,0,9,2,1,79,2024-05-28,0
CUST-807,Enterprise,UK,Large,29,10,5,17,5,1,14,6,0,249,2024-04-07,1
CUST-808,Enterprise,Canada,Large,4,11,1,15,4,1,13,5,0,249,2024-04-10,0
CUST-809,Starter,Nigeria,Medium,1,29,6,19,0,0,33,9,1,29,2025-01-01,0
CUST-810,Free,UK,Medium,21,17,6,15,1,1,32,15,0,0,2025-04-06,1
CUST-811,Enterprise,Canada,Medium,6,29,3,12,0,0,19,6,1,249,2025-02-17,0
CUST-812,Pro,UK,Small,12,11,3,8,3,0,30,6,1,79,2024-09-15,0
CUST-813,Free,UK,Small,24,15,3,8,2,0,16,9,1,0,2024-12-21,0
CUST-814,Enterprise,Germany,Medium,14,4,3,12,2,0,12,4,0,249,2024-01-11,0
CUST-815,Pro,Canada,Medium,21,30,7,3,3,0,10,8,1,79,2025-02-19,0
CUST-816,Starter,Nigeria,Small,2,19,10,8,3,0,2,6,1,29,2025-07-24,0
CUST-817,Starter,Nigeria,Large,27,24,2,14,2,0,18,6,0,29,2024-09-06,0
CUST-818,Starter,Canada,Small,20,11,10,13,5,0,13,11,0,29,2025-10-13,0
CUST-819,Free,Germany,Small,19,20,10,18,1,0,29,15,0,0,2025-07-03,0
CUST-820,Starter,US,Medium,30,24,2,11,1,0,24,13,1,29,2024-05-01,0
CUST-821,Pro,UK,Small,4,10,3,20,1,0,12,2,1,79,2024-03-05,0
CUST-822,Free,Germany,Small,23,8,10,5,3,1,29,0,0,0,2025-10-19,1
CUST-823,Starter,Canada,Small,7,29,7,2,2,0,22,15,0,29,2024-10-28,0
CUST-824,Starter,UK,Medium,21,17,3,19,5,0,36,13,1,29,2024-05-04,0
CUST-825,Starter,Nigeria,Small,0,29,7,15,2,1,1,13,1,29,2024-11-07,0
CUST-826,Enterprise,US,Medium,7,30,9,19,2,0,34,4,1,249,2024-07-09,0
CUST-827,Starter,Nigeria,Medium,23,24,10,16,5,0,34,7,0,29,2025-03-25,1
CUST-828,Starter,Canada,Small,17,2,4,15,0,0,33,4,0,29,2025-11-24,0
CUST-829,Pro,UK,Large,19,19,7,5,5,0,4,9,1,79,2024-06-07,1
CUST-830,Starter,Canada,Small,27,16,9,7,0,0,30,2,0,29,2024-12-18,0
CUST-831,Free,UK,Large,15,13,8,18,4,0,20,8,1,0,2025-11-04,0
CUST-832,Starter,Germany,Small,17,0,8,1,0,0,26,1,1,29,2024-09-19,0
CUST-833,Free,US,Large,19,16,9,13,1,0,15,14,0,0,2025-02-09,0
CUST-834,Free,Germany,Small,11,24,5,11,1,1,7,2,1,0,2025-11-23,0
CUST-835,Starter,Germany,Small,12,26,5,16,5,0,7,11,1,29,2025-08-25,1
CUST-836,Starter,Canada,Small,12,7,3,14,1,1,29,3,1,29,2024-01-17,0
CUST-837,Enterprise,US,Small,9,4,5,17,1,1,23,9,1,249,2025-09-28,0
CUST-838,Starter,UK,Medium,6,4,8,15,4,0,34,0,1,29,2024-09-16,0
CUST-839,Starter,UK,Small,24,8,5,12,1,0,20,10,1,29,2024-12-20,0
CUST-840,Pro,Nigeria,Medium,13,2,4,20,3,0,15,3,1,79,2025-05-03,0
CUST-841,Free,UK,Small,29,18,8,16,3,1,33,3,0,0,2024-08-01,0
CUST-842,Pro,Canada,Small,23,22,7,7,3,0,17,8,0,79,2024-08-26,0
CUST-843,Free,Germany,Medium,15,8,6,0,0,0,20,7,1,0,2024-06-28,0
CUST-844,Enterprise,Germany,Small,14,21,5,2,5,0,13,1,1,249,2025-02-22,0
CUST-845,Free,Germany,Medium,11,29,5,15,5,0,24,12,1,0,2025-11-14,1
CUST-846,Starter,US,Medium,8,17,10,1,2,1,7,6,1,29,2024-05-22,1
CUST-847,Free,UK,Medium,7,15,2,14,4,0,8,5,0,0,2024-11-12,1
CUST-848,Enterprise,Canada,Small,17,0,4,0,3,1,23,6,1,249,2024-08-31,0
CUST-849,Starter,US,Medium,22,1,8,8,3,0,14,10,1,29,2024-08-19,0
CUST-850,Starter,Nigeria,Large,17,13,8,15,1,0,4,3,1,29,2025-11-14,0
CUST-851,Free,Canada,Medium,12,13,1,3,3,1,21,13,0,0,2025-08-11,0
CUST-852,Pro,Canada,Small,27,0,2,11,1,0,10,13,0,79,2024-10-29,1
CUST-853,Free,Canada,Medium,26,25,5,0,1,1,22,4,1,0,2024-11-26,0
CUST-854,Pro,Germany,Medium,17,25,9,0,2,0,30,5,1,79,2025-07-14,0
CUST-855,Free,Canada,Medium,14,24,10,6,0,0,30,8,1,0,2024-09-04,1
CUST-856,Free,UK,Small,3,15,7,17,1,0,16,1,1,0,2024-10-09,1
CUST-857,Free,Canada,Small,16,14,10,14,1,1,11,10,0,0,2024-10-13,0
CUST-858,Starter,Germany,Medium,30,25,5,12,5,1,22,8,1,29,2024-02-01,1
CUST-859,Starter,Canada,Small,4,14,1,15,2,0,29,9,1,29,2025-05-14,0
CUST-860,Free,Nigeria,Medium,21,11,6,6,1,0,25,0,1,0,2025-10-31,0
CUST-861,Pro,Nigeria,Small,15,15,8,15,4,0,14,3,1,79,2025-06-13,0
CUST-862,Starter,Germany,Small,8,13,7,12,0,0,14,11,1,29,2025-01-15,0
CUST-863,Starter,UK,Small,9,28,2,13,4,0,2,4,1,29,2024-03-03,0
CUST-864,Starter,UK,Small,23,23,5,16,3,0,13,8,1,29,2024-05-07,0
CUST-865,Starter,US,Large,17,14,4,11,0,1,3,14,1,29,2025-06-11,0
CUST-866,Starter,Germany,Large,16,22,9,19,3,0,30,5,0,29,2024-06-11,1
CUST-867,Free,Canada,Medium,17,14,10,12,5,0,18,3,1,0,2024-09-07,0
CUST-868,Free,Germany,Small,6,18,1,19,1,0,36,15,0,0,2025-10-10,1
CUST-869,Pro,US,Medium,3,7,6,14,2,0,21,1,0,79,2024-10-21,1
CUST-870,Enterprise,Germany,Medium,25,1,3,20,4,1,19,15,1,249,2024-06-27,0
CUST-871,Starter,Germany,Medium,4,1,9,3,3,0,16,15,1,29,2024-08-16,0
CUST-872,Starter,US,Small,27,26,5,1,1,1,28,4,0,29,2025-01-28,0
CUST-873,Pro,UK,Medium,22,9,6,17,4,1,4,15,1,79,2025-11-22,1
CUST-874,Starter,Canada,Medium,15,2,9,1,4,0,15,7,1,29,2025-01-30,0
CUST-875,Free,US,Large,2,22,9,14,5,0,1,7,0,0,2024-03-12,1
CUST-876,Free,Nigeria,Small,25,16,8,18,5,0,16,5,1,0,2024-11-13,0
CUST-877,Pro,UK,Medium,17,7,9,14,3,0,20,10,0,79,2025-08-17,0
CUST-878,Pro,Nigeria,Medium,28,27,4,19,1,0,33,0,1,79,2025-01-13,1
CUST-879,Free,UK,Small,22,22,6,9,2,0,17,14,1,0,2024-05-15,1
CUST-880,Free,Canada,Small,20,3,5,19,3,0,5,15,1,0,2025-09-12,0
CUST-881,Free,Canada,Small,13,13,5,10,4,0,5,7,1,0,2025-01-12,0
CUST-882,Pro,Germany,Small,14,30,4,9,4,0,13,3,1,79,2024-04-28,0
CUST-883,Free,Nigeria,Small,16,20,2,4,0,0,36,14,1,0,2025-06-13,1
CUST-884,Free,UK,Medium,0,9,6,8,1,0,30,13,1,0,2025-10-27,0
CUST-885,Pro,Canada,Medium,24,28,9,19,0,0,4,1,1,79,2025-06-06,0
CUST-886,Free,US,Medium,20,0,1,18,5,0,23,0,0,0,2025-10-11,0
CUST-887,Pro,Canada,Large,16,3,7,12,2,0,21,6,0,79,2025-01-21,0
CUST-888,Free,US,Small,22,30,6,17,3,0,21,1,1,0,2025-07-27,0
CUST-889,Free,UK,Small,24,0,3,16,4,0,6,12,1,0,2025-08-05,0
CUST-890,Free,Canada,Medium,10,16,1,5,1,0,24,3,0,0,2025-07-26,1
CUST-891,Pro,Canada,Small,16,25,4,9,4,0,31,3,1,79,2025-10-05,0
CUST-892,Pro,UK,Small,25,16,9,1,5,0,19,12,0,79,2025-07-26,1
CUST-893,Pro,Canada,Small,13,6,2,5,0,1,12,9,0,79,2024-09-25,0
CUST-894,Starter,US,Small,28,22,3,20,0,0,14,14,0,29,2025-06-07,0
CUST-895,Pro,Canada,Medium,19,19,2,12,3,0,12,0,1,79,2025-06-30,0
CUST-896,Free,Nigeria,Small,29,14,2,17,1,0,15,1,1,0,2025-04-30,1
CUST-897,Starter,Germany,Small,18,12,10,6,5,0,19,0,0,29,2025-03-13,0
CUST-898,Pro,US,Small,20,27,8,1,1,0,28,5,1,79,2025-07-16,0
CUST-899,Free,Nigeria,Medium,6,1,3,13,3,1,5,15,0,0,2025-07-08,0
CUST-900,Free,UK,Small,23,27,7,4,5,0,5,12,1,0,2024-04-20,0
CUST-901,Free,US,Medium,12,18,8,17,5,1,6,2,0,0,2024-11-17,0
CUST-902,Free,Germany,Small,17,23,3,10,0,0,23,0,1,0,2025-06-10,0
